brand,category,cpu,ram,ram_type,storage,ssd,ssd_size,graphics_card,graphics_card_size,size_inch,os,battery_wh,weight_kg,price
Lenovo,Home,Ryzen 5,24,DDR3,512GB,Yes,256GB,Integrated,,13.0,Windows 10,80,2.0,87237
Asus,Student,Intel i5,12,DDR3,2TB,Yes,512GB,Integrated,,16.0,Windows 11,55,2.6,89637
HP,Home,Intel i5,24,DDR4,1TB,Yes,2TB,AMD,8GB,13.0,Windows 10,45,1.4,123498
Lenovo,Student,Ryzen 3,24,DDR3,512GB,Yes,256GB,Nvidia,2GB,14.0,Windows 10,55,1.8,104391
HP,Home,Ryzen 3,4,DDR5,2TB,Yes,2TB,Integrated,,15.6,Windows 10,55,2.0,68881
Asus,Student,Intel i3,16,DDR4,256GB,Yes,2TB,Integrated,,16.0,Windows 11,55,2.0,65248
Dell,Business,Intel i3,8,DDR4,2TB,Yes,512GB,Nvidia,2GB,14.0,Windows 10,50,1.6,100260
MSI,Home,Ryzen 5,24,DDR4,1TB,Yes,2TB,AMD,8GB,14.0,Windows 10,80,2.6,123578
Apple,Home,Apple M1,12,Unified,256GB,Yes,256GB,AMD,8GB,16.0,macOS,55,2.0,146399
Acer,Gaming,Ryzen 7,4,DDR3,1TB,Yes,512GB,Nvidia,6GB,16.0,Windows 10,45,2.3,119371
Apple,Home,Apple M2,12,Unified,512GB,Yes,256GB,Integrated,,16.0,macOS,70,1.2,142205
MSI,Gaming,Intel i3,4,DDR4,512GB,Yes,256GB,Integrated,,16.0,Windows 11,60,1.6,66017
Asus,Gaming,Intel i3,4,DDR4,256GB,Yes,1TB,Nvidia,6GB,15.6,Windows 10,60,1.4,90441
HP,Student,Intel i5,4,DDR4,2TB,Yes,512GB,AMD,2GB,16.0,Windows 11,50,1.6,88578
Dell,Gaming,Intel i3,8,DDR5,1TB,Yes,1TB,Nvidia,2GB,14.0,Windows 11,55,1.4,98071
Apple,Home,Apple M1,16,Unified,2TB,Yes,1TB,Integrated,,15.6,macOS,45,1.4,150098
Asus,Student,Intel i3,4,DDR4,1TB,Yes,256GB,Nvidia,2GB,16.0,Windows 10,55,2.3,75341
Acer,Student,Intel i3,24,DDR4,512GB,Yes,512GB,AMD,4GB,16.0,Windows 11,70,2.0,99783
Acer,Business,Intel i5,8,DDR5,256GB,Yes,512GB,AMD,4GB,14.0,Windows 11,70,1.2,84075
HP,Student,Ryzen 3,4,DDR4,2TB,Yes,1TB,Nvidia,2GB,14.0,Windows 10,60,1.4,90995
Acer,Home,Intel i5,4,DDR5,512GB,Yes,2TB,AMD,4GB,16.0,Windows 11,55,1.4,75502
MSI,Gaming,Intel i3,12,DDR5,1TB,Yes,2TB,AMD,2GB,15.6,Windows 11,45,2.6,100448
MSI,Home,Intel i7,8,DDR5,256GB,Yes,2TB,Nvidia,4GB,14.0,Windows 11,80,2.6,90379
Lenovo,Gaming,Intel i3,8,DDR3,512GB,Yes,512GB,Integrated,,16.0,Windows 11,45,2.6,70189
MSI,Home,Ryzen 5,4,DDR4,1TB,Yes,1TB,Integrated,,16.0,Windows 10,60,1.8,67219
Acer,Business,Intel i3,8,DDR5,2TB,Yes,512GB,AMD,8GB,16.0,Windows 11,60,1.4,107385
HP,Student,Intel i5,24,DDR3,256GB,Yes,512GB,Integrated,,13.0,Windows 11,70,1.8,81242
Asus,Gaming,Intel i7,4,DDR4,2TB,Yes,2TB,Integrated,,13.0,Windows 11,70,2.0,102408
Samsung,Gaming,Ryzen 3,8,DDR5,256GB,Yes,2TB,Integrated,,16.0,Windows 11,60,2.6,70130
Asus,Gaming,Ryzen 3,8,DDR4,1TB,Yes,1TB,Integrated,,13.0,Windows 10,60,2.0,77615
Apple,Gaming,Apple M1,12,Unified,256GB,Yes,2TB,Nvidia,8GB,13.0,macOS,50,1.2,165338
HP,Gaming,Intel i7,24,DDR5,1TB,Yes,1TB,Integrated,,16.0,Windows 10,70,2.0,117364
Acer,Gaming,Intel i5,12,DDR4,2TB,No,,AMD,4GB,16.0,Windows 11,45,1.4,112818
Dell,Home,Ryzen 7,16,DDR4,2TB,Yes,1TB,Nvidia,8GB,15.6,Windows 10,50,2.3,133199
Apple,Home,Apple M1,16,Unified,512GB,No,,AMD,6GB,14.0,macOS,60,1.2,146038
Samsung,Business,Intel i3,12,DDR3,1TB,Yes,256GB,Integrated,,16.0,Windows 11,50,2.3,74637
Acer,Gaming,Intel i3,12,DDR5,2TB,No,,Integrated,,15.6,Windows 11,80,1.6,90017
Dell,Home,Ryzen 3,8,DDR4,256GB,Yes,2TB,Integrated,,14.0,Windows 10,45,2.0,53530
HP,Business,Ryzen 5,16,DDR5,1TB,Yes,256GB,Integrated,,16.0,Windows 11,55,1.8,91163
Lenovo,Home,Ryzen 5,12,DDR5,2TB,Yes,512GB,Integrated,,15.6,Windows 11,80,2.6,87463
Lenovo,Student,Intel i7,16,DDR4,512GB,Yes,256GB,Nvidia,4GB,14.0,Windows 11,80,1.8,109868
Acer,Home,Ryzen 3,12,DDR3,1TB,Yes,512GB,Integrated,,14.0,Windows 10,70,1.8,73496
Dell,Gaming,Ryzen 5,24,DDR3,2TB,Yes,1TB,AMD,6GB,16.0,Windows 10,80,2.0,142451
Lenovo,Business,Ryzen 3,8,DDR3,1TB,Yes,2TB,Integrated,,13.0,Windows 10,70,1.6,70644
Apple,Home,Apple M2,24,Unified,512GB,Yes,2TB,Integrated,,15.6,macOS,45,2.3,158266
HP,Home,Ryzen 7,16,DDR3,2TB,Yes,2TB,AMD,2GB,16.0,Windows 10,45,1.6,119955
HP,Home,Intel i3,4,DDR5,2TB,Yes,1TB,Integrated,,15.6,Windows 10,80,1.4,65317
HP,Home,Ryzen 3,8,DDR4,2TB,Yes,512GB,Nvidia,2GB,15.6,Windows 11,50,2.6,97849
Lenovo,Student,Ryzen 7,8,DDR5,256GB,Yes,512GB,Integrated,,16.0,Windows 11,60,1.6,71275
Asus,Home,Ryzen 7,24,DDR3,2TB,Yes,256GB,Nvidia,8GB,13.0,Windows 11,50,2.3,147071
HP,Gaming,Intel i7,16,DDR3,1TB,Yes,2TB,Nvidia,6GB,14.0,Windows 10,55,2.6,136712
Acer,Business,Intel i7,12,DDR4,256GB,Yes,512GB,Integrated,,16.0,Windows 10,80,2.6,82157
Asus,Home,Ryzen 3,24,DDR3,1TB,Yes,1TB,Integrated,,16.0,Windows 10,55,1.6,90911
Apple,Student,Apple M1,4,Unified,1TB,Yes,1TB,Nvidia,4GB,14.0,macOS,50,1.2,140810
Samsung,Student,Ryzen 7,8,DDR3,512GB,Yes,2TB,AMD,6GB,15.6,Windows 10,80,2.6,95353
Dell,Gaming,Ryzen 7,12,DDR5,1TB,Yes,2TB,Nvidia,8GB,15.6,Windows 10,80,1.2,134416
Apple,Business,Apple M1,12,Unified,2TB,Yes,2TB,Integrated,,14.0,macOS,80,2.6,148423
Asus,Home,Ryzen 3,4,DDR5,256GB,Yes,2TB,AMD,6GB,14.0,Windows 11,70,2.0,67352
Dell,Home,Ryzen 3,4,DDR3,512GB,Yes,2TB,Integrated,,15.6,Windows 11,70,1.8,49412
Lenovo,Student,Ryzen 5,12,DDR3,1TB,Yes,256GB,Integrated,,15.6,Windows 10,50,1.6,80558
MSI,Business,Intel i7,8,DDR5,512GB,Yes,1TB,Integrated,,16.0,Windows 10,80,1.2,82211
HP,Business,Ryzen 7,8,DDR3,1TB,Yes,1TB,Integrated,,16.0,Windows 10,70,2.3,91372
Acer,Student,Ryzen 5,16,DDR5,512GB,No,,Nvidia,2GB,14.0,Windows 10,70,1.4,90600
Asus,Home,Intel i5,8,DDR4,256GB,No,,AMD,6GB,15.6,Windows 11,55,2.6,78061
Dell,Business,Ryzen 7,16,DDR3,256GB,Yes,256GB,Integrated,,15.6,Windows 11,80,2.3,87163
Samsung,Gaming,Ryzen 3,16,DDR3,2TB,Yes,1TB,Nvidia,4GB,14.0,Windows 10,60,1.6,125711
Lenovo,Home,Ryzen 3,16,DDR4,256GB,Yes,512GB,Integrated,,16.0,Windows 10,60,2.3,65693
Lenovo,Gaming,Ryzen 5,16,DDR3,256GB,Yes,1TB,Integrated,,15.6,Windows 11,45,2.6,90561
Dell,Student,Ryzen 3,8,DDR5,2TB,Yes,256GB,Integrated,,15.6,Windows 10,45,1.6,76942
MSI,Gaming,Ryzen 3,24,DDR4,2TB,No,,Integrated,,15.6,Windows 11,80,1.4,108581
Dell,Home,Ryzen 7,8,DDR5,256GB,Yes,512GB,AMD,8GB,15.6,Windows 11,60,1.2,99048
Samsung,Home,Ryzen 3,4,DDR4,512GB,Yes,256GB,Nvidia,2GB,14.0,Windows 11,60,2.0,72474
Acer,Student,Ryzen 5,4,DDR3,1TB,Yes,512GB,Nvidia,4GB,13.0,Windows 11,80,2.6,89455
Dell,Home,Ryzen 5,8,DDR4,2TB,Yes,2TB,Nvidia,4GB,14.0,Windows 10,80,2.0,105831
Lenovo,Business,Intel i7,8,DDR3,2TB,No,,AMD,8GB,15.6,Windows 11,50,1.2,117628
MSI,Gaming,Ryzen 7,24,DDR3,2TB,Yes,256GB,Integrated,,16.0,Windows 11,70,1.4,128794
Acer,Student,Intel i7,24,DDR3,2TB,Yes,1TB,Nvidia,8GB,14.0,Windows 11,80,1.6,149481
Dell,Student,Intel i3,16,DDR4,256GB,Yes,2TB,Nvidia,4GB,16.0,Windows 10,70,1.6,85045
Apple,Home,Apple M2,4,Unified,512GB,Yes,256GB,Nvidia,4GB,13.0,macOS,80,2.0,151559
Apple,Gaming,Apple M1,16,Unified,1TB,Yes,1TB,Integrated,,15.6,macOS,60,1.8,150632
Samsung,Business,Ryzen 7,16,DDR5,256GB,No,,Nvidia,2GB,15.6,Windows 11,50,1.6,103012
Asus,Home,Intel i5,12,DDR5,1TB,Yes,1TB,AMD,8GB,16.0,Windows 11,55,2.3,103751
Dell,Gaming,Ryzen 5,12,DDR4,256GB,Yes,1TB,Integrated,,15.6,Windows 11,70,1.2,84951
Lenovo,Gaming,Intel i5,12,DDR5,2TB,Yes,512GB,Integrated,,16.0,Windows 10,80,1.2,102425
Asus,Business,Intel i7,8,DDR4,256GB,Yes,1TB,Integrated,,13.0,Windows 10,60,2.3,78326
Asus,Business,Intel i5,24,DDR3,2TB,Yes,256GB,AMD,2GB,16.0,Windows 10,60,1.2,126254
HP,Gaming,Ryzen 3,12,DDR3,256GB,Yes,256GB,AMD,8GB,16.0,Windows 11,70,1.8,103527
Dell,Home,Ryzen 5,16,DDR4,256GB,Yes,2TB,AMD,8GB,15.6,Windows 11,70,1.8,96567
Lenovo,Gaming,Ryzen 5,24,DDR3,2TB,Yes,1TB,Nvidia,8GB,14.0,Windows 10,55,2.6,151775
Apple,Student,Apple M2,24,Unified,2TB,Yes,2TB,Nvidia,8GB,15.6,macOS,70,1.4,209701
Dell,Home,Intel i3,12,DDR3,1TB,Yes,1TB,AMD,6GB,13.0,Windows 11,45,2.6,89592
Dell,Business,Ryzen 3,4,DDR5,256GB,Yes,2TB,Integrated,,13.0,Windows 10,55,1.2,56388
Lenovo,Gaming,Intel i7,24,DDR4,256GB,Yes,2TB,Integrated,,15.6,Windows 11,45,2.0,108281
Lenovo,Gaming,Ryzen 7,24,DDR4,2TB,Yes,2TB,Nvidia,2GB,14.0,Windows 10,45,2.3,153007
Asus,Student,Intel i3,8,DDR5,2TB,Yes,256GB,Integrated,,16.0,Windows 10,70,1.2,73489
Samsung,Student,Intel i7,12,DDR3,256GB,Yes,512GB,AMD,4GB,16.0,Windows 11,70,2.0,90762
Asus,Gaming,Ryzen 3,24,DDR3,2TB,No,,Integrated,,16.0,Windows 10,70,1.2,109387
Acer,Home,Ryzen 3,16,DDR5,256GB,Yes,2TB,AMD,6GB,14.0,Windows 11,45,1.8,87840
HP,Home,Intel i7,8,DDR5,1TB,No,,Integrated,,16.0,Windows 11,60,2.3,79604
MSI,Business,Intel i5,4,DDR3,512GB,Yes,256GB,Integrated,,16.0,Windows 11,45,1.8,64847
Samsung,Gaming,Intel i5,12,DDR5,2TB,Yes,256GB,AMD,6GB,14.0,Windows 11,50,1.6,120616
HP,Home,Intel i3,8,DDR4,512GB,Yes,512GB,Nvidia,8GB,16.0,Windows 10,80,2.6,89878
HP,Student,Ryzen 5,8,DDR5,2TB,Yes,512GB,AMD,6GB,15.6,Windows 11,55,1.4,105686
Acer,Student,Ryzen 5,8,DDR3,256GB,Yes,1TB,AMD,6GB,16.0,Windows 10,60,2.0,81264
Asus,Student,Intel i3,24,DDR5,1TB,No,,Nvidia,4GB,14.0,Windows 10,50,1.8,106962
HP,Gaming,Ryzen 5,4,DDR3,2TB,Yes,512GB,Nvidia,4GB,14.0,Windows 11,50,1.6,112922
Acer,Gaming,Intel i3,12,DDR5,2TB,Yes,2TB,Integrated,,16.0,Windows 10,50,2.0,92053
Apple,Gaming,Apple M1,12,Unified,256GB,Yes,1TB,Nvidia,6GB,15.6,macOS,80,2.0,160362
Acer,Gaming,Ryzen 5,16,DDR3,512GB,Yes,512GB,Integrated,,15.6,Windows 11,70,1.8,90472
Dell,Business,Intel i3,12,DDR3,2TB,Yes,2TB,Integrated,,13.0,Windows 11,55,1.6,88411
Lenovo,Gaming,Ryzen 3,4,DDR3,2TB,No,,Integrated,,13.0,Windows 10,45,1.2,80031
Dell,Gaming,Ryzen 7,4,DDR5,512GB,Yes,256GB,Nvidia,6GB,16.0,Windows 11,60,1.6,111110
Samsung,Gaming,Ryzen 7,8,DDR3,2TB,No,,AMD,8GB,13.0,Windows 11,70,1.2,131654
MSI,Gaming,Ryzen 5,24,DDR5,256GB,Yes,512GB,AMD,4GB,16.0,Windows 10,55,1.8,119635
MSI,Gaming,Ryzen 7,12,DDR4,1TB,Yes,512GB,AMD,8GB,14.0,Windows 11,50,1.4,126098
Dell,Student,Ryzen 3,12,DDR5,512GB,Yes,2TB,Integrated,,13.0,Windows 11,60,1.2,65579
Samsung,Home,Ryzen 7,24,DDR5,512GB,Yes,1TB,Integrated,,13.0,Windows 11,60,2.3,100335
Dell,Gaming,Ryzen 5,16,DDR3,512GB,No,,AMD,8GB,13.0,Windows 10,55,2.3,112519
Apple,Student,Apple M2,4,Unified,256GB,Yes,512GB,AMD,6GB,16.0,macOS,70,1.6,147335
Samsung,Gaming,Intel i7,24,DDR5,2TB,Yes,256GB,Integrated,,15.6,Windows 10,50,2.0,131331
HP,Business,Intel i3,4,DDR3,2TB,Yes,512GB,Nvidia,4GB,16.0,Windows 10,45,1.4,98391
HP,Student,Ryzen 5,12,DDR4,512GB,Yes,2TB,Integrated,,13.0,Windows 11,50,1.4,71535
Apple,Business,Apple M2,8,Unified,512GB,Yes,256GB,Nvidia,2GB,13.0,macOS,55,1.4,162198
Acer,Gaming,Intel i3,16,DDR5,1TB,No,,Integrated,,15.6,Windows 11,50,1.2,88549
Asus,Home,Intel i3,16,DDR4,512GB,Yes,512GB,Integrated,,14.0,Windows 11,60,1.6,71071
Apple,Student,Apple M2,4,Unified,512GB,Yes,512GB,Integrated,,13.0,macOS,60,2.0,125928
Apple,Home,Apple M2,8,Unified,512GB,Yes,2TB,Nvidia,2GB,13.0,macOS,70,1.6,156005
Lenovo,Home,Ryzen 3,12,DDR3,256GB,Yes,512GB,Nvidia,4GB,16.0,Windows 10,45,2.0,84640
Asus,Home,Ryzen 5,4,DDR3,256GB,Yes,256GB,AMD,4GB,15.6,Windows 11,45,1.4,72251
Lenovo,Gaming,Intel i5,8,DDR3,2TB,No,,Integrated,,13.0,Windows 10,70,1.6,89040
Asus,Student,Ryzen 3,8,DDR3,2TB,Yes,2TB,AMD,8GB,14.0,Windows 11,45,2.3,100312
MSI,Home,Ryzen 7,8,DDR4,1TB,Yes,512GB,Integrated,,13.0,Windows 10,60,2.3,80535
Samsung,Gaming,Intel i7,12,DDR3,1TB,Yes,256GB,AMD,2GB,15.6,Windows 10,80,1.2,118973
MSI,Home,Intel i5,8,DDR5,256GB,Yes,2TB,Integrated,,14.0,Windows 10,55,1.2,60913
Acer,Home,Ryzen 7,24,DDR4,2TB,Yes,512GB,Integrated,,13.0,Windows 10,50,2.6,116144
Dell,Student,Ryzen 3,8,DDR3,256GB,Yes,256GB,Nvidia,2GB,15.6,Windows 11,45,1.8,72160
Samsung,Business,Intel i7,12,DDR3,2TB,Yes,256GB,Integrated,,15.6,Windows 10,45,2.6,101145
Dell,Student,Ryzen 7,24,DDR4,1TB,Yes,1TB,AMD,2GB,13.0,Windows 11,70,1.2,122288
HP,Gaming,Intel i5,4,DDR3,2TB,No,,Integrated,,13.0,Windows 10,60,2.3,83129
Asus,Business,Intel i7,12,DDR4,256GB,No,,Nvidia,4GB,16.0,Windows 10,60,1.8,104193
MSI,Home,Intel i7,16,DDR3,512GB,Yes,1TB,Nvidia,8GB,15.6,Windows 11,60,2.0,120213
Apple,Gaming,Apple M1,8,Unified,256GB,Yes,2TB,Integrated,,13.0,macOS,50,1.8,132518
MSI,Gaming,Intel i7,12,DDR4,256GB,Yes,512GB,Nvidia,8GB,13.0,Windows 11,80,2.0,123586
Acer,Student,Intel i5,12,DDR4,1TB,Yes,256GB,Integrated,,13.0,Windows 10,60,2.3,78773
MSI,Student,Ryzen 3,16,DDR4,1TB,Yes,2TB,AMD,6GB,14.0,Windows 10,60,2.3,95760
HP,Home,Ryzen 5,12,DDR4,256GB,Yes,256GB,Integrated,,16.0,Windows 10,80,1.6,67620
HP,Gaming,Intel i5,16,DDR3,1TB,Yes,256GB,Nvidia,2GB,14.0,Windows 11,50,1.6,116390
MSI,Student,Intel i5,12,DDR3,256GB,Yes,512GB,Nvidia,2GB,15.6,Windows 10,55,1.2,87028
MSI,Student,Ryzen 7,16,DDR3,512GB,No,,Integrated,,13.0,Windows 10,55,2.6,84500
Acer,Gaming,Ryzen 5,8,DDR4,512GB,Yes,2TB,AMD,2GB,13.0,Windows 10,70,1.4,95792
Samsung,Student,Ryzen 3,4,DDR3,2TB,Yes,1TB,Nvidia,8GB,16.0,Windows 10,55,1.8,102546
MSI,Business,Intel i5,24,DDR3,1TB,No,,Integrated,,13.0,Windows 11,80,2.6,97504
Dell,Gaming,Intel i7,24,DDR3,512GB,Yes,256GB,Integrated,,15.6,Windows 11,80,1.6,110877
Acer,Gaming,Ryzen 5,12,DDR4,512GB,Yes,512GB,Nvidia,8GB,15.6,Windows 10,70,1.2,119396
Asus,Home,Intel i7,8,DDR5,256GB,Yes,1TB,Integrated,,16.0,Windows 10,60,1.4,67122
Dell,Home,Intel i5,4,DDR3,2TB,Yes,2TB,Nvidia,4GB,13.0,Windows 11,70,2.6,100297
Asus,Home,Intel i7,4,DDR4,2TB,Yes,1TB,Nvidia,6GB,15.6,Windows 10,55,2.3,111272
HP,Business,Ryzen 5,8,DDR4,2TB,Yes,2TB,Integrated,,15.6,Windows 10,50,1.2,91667
MSI,Student,Ryzen 3,24,DDR4,1TB,Yes,2TB,AMD,8GB,14.0,Windows 11,80,1.8,113856
Lenovo,Business,Intel i5,8,DDR4,2TB,Yes,512GB,AMD,2GB,13.0,Windows 10,55,1.8,102321
MSI,Home,Intel i7,8,DDR5,1TB,Yes,2TB,Integrated,,14.0,Windows 10,50,2.0,82153
Apple,Business,Apple M1,16,Unified,256GB,No,,Nvidia,2GB,13.0,macOS,60,2.6,147060
Lenovo,Student,Intel i5,8,DDR4,2TB,Yes,512GB,AMD,2GB,13.0,Windows 10,50,1.2,96305
Acer,Gaming,Intel i7,12,DDR3,2TB,Yes,2TB,Nvidia,4GB,16.0,Windows 10,45,1.2,132890
Acer,Business,Ryzen 3,16,DDR3,512GB,Yes,2TB,Nvidia,4GB,15.6,Windows 10,55,1.2,99298
MSI,Student,Ryzen 3,8,DDR4,256GB,Yes,2TB,AMD,6GB,14.0,Windows 11,60,1.8,73895
Apple,Home,Apple M1,24,Unified,1TB,Yes,512GB,Integrated,,15.6,macOS,70,2.3,149997
Apple,Home,Apple M2,12,Unified,2TB,Yes,256GB,Nvidia,6GB,13.0,macOS,70,2.3,186085
HP,Gaming,Intel i7,8,DDR4,512GB,Yes,2TB,Integrated,,16.0,Windows 11,45,2.6,90465
Apple,Gaming,Apple M2,8,Unified,256GB,Yes,512GB,AMD,2GB,14.0,macOS,60,1.4,157242
Dell,Home,Intel i7,8,DDR3,256GB,Yes,512GB,Integrated,,13.0,Windows 11,80,1.2,70291
Acer,Business,Ryzen 3,8,DDR5,2TB,Yes,2TB,AMD,2GB,14.0,Windows 11,50,2.3,96891
Lenovo,Gaming,Ryzen 7,24,DDR5,256GB,Yes,1TB,Integrated,,14.0,Windows 11,80,2.0,108518
MSI,Gaming,Intel i3,8,DDR3,2TB,Yes,2TB,Integrated,,14.0,Windows 10,50,2.0,88546
Asus,Business,Ryzen 5,4,DDR4,512GB,Yes,1TB,AMD,2GB,16.0,Windows 11,50,1.8,82660
Acer,Home,Intel i3,4,DDR5,512GB,Yes,2TB,AMD,2GB,14.0,Windows 11,70,2.0,67482
Dell,Business,Ryzen 5,24,DDR5,1TB,No,,AMD,2GB,14.0,Windows 10,50,2.6,113670
Asus,Student,Ryzen 3,24,DDR3,1TB,Yes,2TB,AMD,4GB,14.0,Windows 11,50,1.2,106593
Lenovo,Student,Ryzen 5,4,DDR3,1TB,Yes,512GB,Integrated,,13.0,Windows 11,80,1.8,67082
HP,Home,Ryzen 7,16,DDR4,256GB,No,,Integrated,,13.0,Windows 11,50,2.0,76007
Acer,Student,Ryzen 3,4,DDR3,512GB,Yes,512GB,Integrated,,16.0,Windows 10,55,2.0,51701
Samsung,Gaming,Intel i5,24,DDR5,2TB,Yes,2TB,Nvidia,4GB,16.0,Windows 11,60,1.8,140207
Samsung,Gaming,Ryzen 5,4,DDR5,512GB,Yes,256GB,Integrated,,16.0,Windows 11,55,1.2,76718
Samsung,Student,Ryzen 7,16,DDR4,512GB,Yes,2TB,Nvidia,6GB,16.0,Windows 10,45,2.6,115154
Acer,Student,Intel i5,16,DDR4,2TB,Yes,1TB,AMD,6GB,15.6,Windows 11,70,1.4,114391
Asus,Gaming,Ryzen 3,24,DDR4,512GB,Yes,2TB,Integrated,,14.0,Windows 11,55,1.6,96657
HP,Gaming,Intel i7,4,DDR4,512GB,Yes,2TB,Nvidia,4GB,15.6,Windows 11,70,2.0,107477
Asus,Business,Intel i3,16,DDR3,2TB,Yes,512GB,AMD,2GB,14.0,Windows 10,70,2.6,109949
HP,Student,Intel i5,4,DDR4,512GB,Yes,256GB,AMD,8GB,15.6,Windows 11,55,2.6,81984
HP,Business,Intel i3,16,DDR3,512GB,Yes,512GB,AMD,4GB,14.0,Windows 11,70,1.6,90264
Lenovo,Business,Intel i7,12,DDR3,256GB,Yes,2TB,Integrated,,15.6,Windows 11,55,1.6,83889
Acer,Business,Intel i5,4,DDR5,256GB,Yes,2TB,AMD,2GB,15.6,Windows 10,60,1.2,74763
MSI,Business,Intel i5,4,DDR3,2TB,Yes,256GB,Nvidia,8GB,13.0,Windows 11,60,2.6,116521
Asus,Student,Intel i5,16,DDR4,2TB,Yes,512GB,Integrated,,15.6,Windows 10,60,2.0,93793
Asus,Home,Intel i7,16,DDR3,2TB,Yes,1TB,Nvidia,6GB,15.6,Windows 10,60,2.6,127136
Samsung,Gaming,Intel i7,4,DDR4,1TB,Yes,512GB,Nvidia,6GB,16.0,Windows 10,70,1.8,117089
HP,Home,Ryzen 5,24,DDR4,256GB,Yes,1TB,AMD,4GB,16.0,Windows 11,50,1.6,103312
Apple,Student,Apple M2,4,Unified,512GB,Yes,2TB,Integrated,,14.0,macOS,60,2.0,125463
Lenovo,Gaming,Ryzen 7,24,DDR3,1TB,Yes,256GB,AMD,2GB,14.0,Windows 10,55,2.6,137840
MSI,Student,Ryzen 3,16,DDR3,512GB,Yes,2TB,Nvidia,8GB,14.0,Windows 10,50,1.2,102125
Dell,Business,Intel i7,8,DDR5,2TB,Yes,1TB,Integrated,,13.0,Windows 11,55,1.2,96934
Samsung,Business,Ryzen 3,16,DDR4,1TB,Yes,512GB,Nvidia,4GB,15.6,Windows 11,70,1.8,107927
Dell,Business,Intel i3,12,DDR4,1TB,Yes,256GB,Nvidia,2GB,15.6,Windows 11,55,1.6,99488
HP,Gaming,Ryzen 5,8,DDR4,512GB,Yes,2TB,Integrated,,15.6,Windows 11,45,1.4,82530
Samsung,Business,Ryzen 3,24,DDR5,2TB,Yes,2TB,AMD,2GB,16.0,Windows 11,70,1.8,118900
Asus,Student,Intel i3,24,DDR4,256GB,Yes,1TB,AMD,6GB,15.6,Windows 10,55,1.8,97284
Lenovo,Business,Intel i3,12,DDR3,1TB,Yes,512GB,AMD,8GB,13.0,Windows 11,45,2.0,102736
Acer,Business,Ryzen 7,16,DDR5,1TB,No,,AMD,2GB,14.0,Windows 10,70,1.2,110068
Samsung,Home,Intel i5,8,DDR5,256GB,Yes,2TB,AMD,2GB,13.0,Windows 11,70,2.3,76298
MSI,Business,Ryzen 3,16,DDR3,1TB,Yes,512GB,AMD,4GB,14.0,Windows 11,55,1.8,101701
Apple,Student,Apple M2,8,Unified,256GB,Yes,2TB,Nvidia,2GB,16.0,macOS,50,1.8,150329
Apple,Business,Apple M1,16,Unified,512GB,Yes,2TB,Integrated,,13.0,macOS,50,1.2,136621
Lenovo,Business,Intel i5,24,DDR5,2TB,Yes,1TB,Integrated,,15.6,Windows 11,55,2.0,112985
Apple,Home,Apple M2,8,Unified,2TB,Yes,512GB,Nvidia,6GB,15.6,macOS,45,1.4,175892
Apple,Business,Apple M1,4,Unified,256GB,Yes,512GB,Nvidia,4GB,15.6,macOS,70,1.4,140363
HP,Home,Ryzen 7,12,DDR3,512GB,Yes,1TB,Integrated,,15.6,Windows 10,60,2.0,81492
Samsung,Home,Intel i3,8,DDR5,512GB,Yes,1TB,Integrated,,15.6,Windows 10,45,1.6,55006
MSI,Business,Intel i7,8,DDR5,2TB,Yes,2TB,Nvidia,2GB,14.0,Windows 11,60,1.8,120965
Dell,Gaming,Intel i5,16,DDR4,1TB,No,,Integrated,,15.6,Windows 10,55,2.6,93625
Apple,Business,Apple M2,4,Unified,2TB,Yes,512GB,Nvidia,6GB,13.0,macOS,80,1.8,178304
Asus,Home,Intel i5,12,DDR5,256GB,Yes,2TB,Nvidia,4GB,16.0,Windows 10,55,2.6,87151
Dell,Student,Ryzen 7,12,DDR4,1TB,Yes,256GB,Integrated,,13.0,Windows 11,50,2.6,89437
Acer,Business,Ryzen 3,12,DDR4,1TB,Yes,256GB,Nvidia,4GB,13.0,Windows 10,55,2.3,99721
MSI,Gaming,Intel i7,12,DDR3,2TB,Yes,2TB,Nvidia,2GB,16.0,Windows 11,80,2.0,129693
Dell,Student,Ryzen 7,4,DDR4,512GB,Yes,1TB,Nvidia,8GB,15.6,Windows 11,70,1.2,102120
MSI,Home,Intel i7,12,DDR5,256GB,Yes,1TB,Nvidia,8GB,15.6,Windows 10,45,1.4,105487
Samsung,Home,Ryzen 7,4,DDR3,1TB,Yes,2TB,Integrated,,16.0,Windows 11,50,1.6,74952
HP,Gaming,Intel i3,12,DDR5,2TB,Yes,1TB,Integrated,,14.0,Windows 11,70,1.2,97635
MSI,Student,Ryzen 7,24,DDR3,512GB,Yes,512GB,Integrated,,15.6,Windows 10,45,1.8,100589
Apple,Gaming,Apple M1,12,Unified,512GB,Yes,256GB,Integrated,,15.6,macOS,80,2.3,142181
Dell,Gaming,Ryzen 7,8,DDR4,256GB,Yes,1TB,Nvidia,6GB,15.6,Windows 10,80,1.8,111209
Acer,Business,Intel i7,16,DDR4,512GB,Yes,512GB,AMD,6GB,14.0,Windows 11,45,1.2,115737
MSI,Home,Ryzen 5,24,DDR4,2TB,Yes,512GB,Nvidia,2GB,15.6,Windows 11,60,1.4,128947
Dell,Business,Ryzen 5,4,DDR3,2TB,Yes,1TB,Integrated,,13.0,Windows 10,60,2.6,82394
